p_name,xlong,ylat
25 Mile Creek,-99.746208,36.427345
25 Mile Creek,-99.776581,36.485386
25 Mile Creek,-99.720284,36.424934
25 Mile Creek,-99.775963,36.458096
25 Mile Creek,-99.758476,36.444984
25 Mile Creek,-99.812325,36.513859
25 Mile Creek,-99.741119,36.50259
25 Mile Creek,-99.742203,36.432888
25 Mile Creek,-99.772133,36.431931
25 Mile Creek,-99.752739,36.504105
25 Mile Creek,-99.714981,36.490211
25 Mile Creek,-99.762627,36.515823
25 Mile Creek,-99.799377,36.440704
25 Mile Creek,-99.782372,36.484463
25 Mile Creek,-99.751343,36.446674
25 Mile Creek,-99.724426,36.491375
25 Mile Creek,-99.731606,36.44109
25 Mile Creek,-99.725624,36.437126
25 Mile Creek,-99.733086,36.451591
25 Mile Creek,-99.74147,36.451477
25 Mile Creek,-99.810005,36.476582
25 Mile Creek,-99.79464,36.438831
25 Mile Creek,-99.764076,36.440956
25 Mile Creek,-99.776512,36.429882
25 Mile Creek,-99.788475,36.476807
25 Mile Creek,-99.70752,36.490849
25 Mile Creek,-99.752548,36.428902
25 Mile Creek,-99.741096,36.423683
25 Mile Creek,-99.781944,36.433651
25 Mile Creek,-99.814697,36.48975
25 Mile Creek,-99.775742,36.445465
25 Mile Creek,-99.790665,36.44141
25 Mile Creek,-99.821129,36.517494
25 Mile Creek,-99.782089,36.473541
25 Mile Creek,-99.826469,36.515972
25 Mile Creek,-99.737236,36.498882
25 Mile Creek,-99.796494,36.503357
25 Mile Creek,-99.720001,36.489346
25 Mile Creek,-99.761673,36.502792
25 Mile Creek,-99.733009,36.489468
25 Mile Creek,-99.778603,36.502522
25 Mile Creek,-99.714928,36.424843
25 Mile Creek,-99.792625,36.474033
25 Mile Creek,-99.809586,36.495914
25 Mile Creek,-99.769722,36.444931
25 Mile Creek,-99.80706,36.513935
25 Mile Creek,-99.745461,36.448009
25 Mile Creek,-99.786308,36.44593
25 Mile Creek,-99.735718,36.423359
25 Mile Creek,-99.762489,36.454903
25 Mile Creek,-99.756958,36.491249
25 Mile Creek,-99.750793,36.488712
25 Mile Creek,-99.740372,36.489838
25 Mile Creek,-99.787033,36.501724
25 Mile Creek,-99.737022,36.435909
25 Mile Creek,-99.771027,36.456665
25 Mile Creek,-99.804855,36.476624
25 Mile Creek,-99.724144,36.421703
25 Mile Creek,-99.744316,36.513348
25 Mile Creek,-99.760849,36.429668
251 Wind,-118.36441,35.077435
251 Wind,-118.364197,35.077644
251 Wind,-118.363762,35.077908
30 MW Iowa DG Portfolio,-93.632835,41.882477
30 MW Iowa DG Portfolio,-93.51371,42.019119
30 MW Iowa DG Portfolio,-93.515892,42.016373
30 MW Iowa DG Portfolio,-93.523651,42.006813
30 MW Iowa DG Portfolio,-92.672089,41.742046
30 MW Iowa DG Portfolio,-93.367798,42.49794
30 MW Iowa DG Portfolio,-93.430367,42.028233
30 MW Iowa DG Portfolio,-93.700424,41.977608
30 MW Iowa DG Portfolio,-93.518082,42.01363
30 MW Iowa DG Portfolio,-93.623009,41.88147
6th Space Warning Squadron,-70.545303,41.754192
6th Space Warning Squadron,-70.541801,41.752491
AFCEE MMR Turbines,-70.547798,41.75959
AFCEE MMR Turbines,-70.545303,41.757591
AG Land 1,-93.325691,42.20639
AG Land 2,-93.428093,42.146091
AG Land 3,-93.431992,42.145592
AG Land 4,-93.354897,41.904194
AG Land 5,-93.632095,42.335491
AG Land 6,-93.636795,42.335491
AMP-Ohio/Green Mountain Energy Wind Farm,-83.736298,41.384693
AMP-Ohio/Green Mountain Energy Wind Farm,-83.736298,41.382492
Adair,-94.635391,41.449795
Adair,-94.689392,41.470192
Adair,-94.655891,41.421394
Adair,-94.626991,41.481194
Adair,-94.695091,41.457893
Adair,-94.614189,41.441395
Adair,-94.670593,41.423992
Adair,-94.674889,41.423492
Adair,-94.630692,41.439194
Adair,-94.68869,41.486591
Adair,-94.665695,41.470993
Adair,-94.666992,41.482494
Adair,-94.68409,41.443592
Adair,-94.711792,41.441292
Adair,-94.615791,41.452694
Adair,-94.606728,41.441357
Adair,-94.68869,41.499294
Adair,-94.62249,41.466595
Adair,-94.655891,41.457294
Adair,-94.613396,41.467094
Adair,-94.676788,41.452393
Adair,-94.665092,41.423695
Adair,-94.723892,41.463192
Adair,-94.704094,41.471092
Adair,-94.673988,41.494892
Adair,-94.612091,41.478592
Adair,-94.681793,41.471592
Adair,-94.722794,41.443394
Adair,-94.692795,41.499294
Adair,-94.691689,41.445091
Adair,-94.726593,41.442894
Adair,-94.685692,41.471092
Adair,-94.65139,41.421494
Adair,-94.659866,41.457573
Adair,-94.71209,41.468391
Adair,-94.683395,41.484993
Adair,-94.730293,41.442394
Adair,-94.61039,41.441395
Adair,-94.63839,41.439693
Adair,-94.648689,41.455395
Adair,-94.665192,41.452293
Adair,-94.706894,41.440792
Adair,-94.618591,41.466793
Adair,-94.678894,41.443993
Adair,-94.670395,41.434994
Adair,-94.683502,41.433804
Adair,-94.687691,41.445091
Adair,-94.619591,41.451992
Adair,-94.669289,41.452293
Adair,-94.654495,41.432995
Adair,-94.688995,41.435894
Adair,-94.652596,41.455894
Adair,-94.703896,41.499695
Adair,-94.611893,41.452892
Adair,-94.658493,41.433193
Adair,-94.707893,41.470394
Adair,-94.69899,41.457794
Adair,-94.630989,41.481194
Adair,-94.673492,41.463093
Adair,-94.715591,41.441792
Adair,-94.622093,41.441994
Adair,-94.695595,41.445194
Adair,-94.677391,41.463093
Adair,-94.647896,41.465393
Adair,-94.655289,41.466293
Adair,-94.692696,41.434994
Adair,-94.647491,41.443691
Adair,-94.660995,41.421093
Adair,-94.67009,41.495193
Adair,-94.618294,41.441593
Adair,-94.634491,41.439693
Adair,-94.674194,41.434193
Adair,-94.696693,41.499092
Adair,-94.659096,41.466694
Adair,-94.676994,41.473293
Adair,-94.716591,41.469791
Adams,-94.656937,40.936432
Adams,-94.665192,40.902493
Adams,-94.693481,40.912636
Adams,-94.634842,40.919724
Adams,-94.667892,40.919884
Adams,-94.664482,40.9258
Adams,-94.652222,40.935997
Adams,-94.615784,40.906044
Adams,-94.70916,40.929955
Adams,-94.713112,40.929382
Adams,-94.684853,40.925648
Adams,-94.732185,40.917294
Adams,-94.68866,40.930119
Adams,-94.634834,40.90395
Adams,-94.728088,40.916672
Adams,-94.649178,40.947777
Adams,-94.646027,40.917538
Adams,-94.716339,40.92387
Adams,-94.639961,40.918289
Adams,-94.635033,40.914024
Adams,-94.716476,40.913757
Adams,-94.712288,40.912891
Adams,-94.673912,40.955795
Adams,-94.728653,40.905937
Adams,-94.657524,40.913597
Adams,-94.697464,40.908005
Adams,-94.705017,40.916325
Adams,-94.678551,40.951794
Adams,-94.712463,40.923447
Adams,-94.725616,40.925251
Adams,-94.721962,40.927204
Adams,-94.664093,40.931583
Adams,-94.671776,40.91991
Adams,-94.625618,40.912842
Adams,-94.734169,40.903179
Adams,-94.724846,40.906811
Adams,-94.72422,40.91663
Adams,-94.664101,40.952431
Adams,-94.692009,40.902283
Adams,-94.669571,40.902508
Adams,-94.66095,40.906422
Adams,-94.662544,40.91256
Adams,-94.65696,40.905529
Adams,-94.647606,40.912476
Adams,-94.653526,40.913605
Adams,-94.65287,40.903233
Adams,-94.640137,40.903938
Adams,-94.648247,40.903282
Adams,-94.675438,40.933098
Adams,-94.619675,40.905975
Adams,-94.68663,40.934555
Adams,-94.656776,40.95903
Adams,-94.653526,40.960594
Adams,-94.693748,40.927402
Adams,-94.616638,40.913837
Adams,-94.63047,40.912823
Adams,-94.649925,40.917538
Adams,-94.659653,40.925396
Adams,-94.686043,40.907246
Adams,-94.666534,40.912037
Adams,-94.675087,40.938133
Adams,-94.695923,40.901394
Adams,-94.668625,40.956329
Adams,-94.697762,40.927402
"Adams Wind Generations, LLC",-94.71479,44.916992
"Adams Wind Generations, LLC",-94.729294,44.912594
"Adams Wind Generations, LLC",-94.735695,44.916992
"Adams Wind Generations, LLC",-94.735695,44.912594
"Adams Wind Generations, LLC",-94.72319,44.916992
"Adams Wind Generations, LLC",-94.718994,44.916691
"Adams Wind Generations, LLC",-94.727394,44.916992
"Adams Wind Generations, LLC",-94.731689,44.916992
"Adams Wind Generations, LLC",-94.711288,44.911694
"Adams Wind Generations, LLC",-94.710396,44.916992
"Adams Wind Generations, LLC",-94.732491,44.912594
"Adams Wind Generations, LLC",-94.715195,44.911694
Agassiz Beach,-96.427513,47.005146
Agassiz Beach,-96.435493,46.999592
Agassiz Beach,-96.435493,47.005192
Agriwind,-89.614494,41.300793
Agriwind,-89.623596,41.301693
Agriwind,-89.618896,41.297791
Agriwind,-89.619392,41.302994
Ainsworth Wind Project (NPPD),-99.938988,42.467995
Ainsworth Wind Project (NPPD),-99.928993,42.445492
Ainsworth Wind Project (NPPD),-99.921791,42.474491
Ainsworth Wind Project (NPPD),-99.913094,42.455193
Ainsworth Wind Project (NPPD),-99.877426,42.460644
Ainsworth Wind Project (NPPD),-99.95079,42.474995
Ainsworth Wind Project (NPPD),-99.892891,42.450191
Ainsworth Wind Project (NPPD),-99.918793,42.475193
Ainsworth Wind Project (NPPD),-99.941193,42.469292
Ainsworth Wind Project (NPPD),-99.943687,42.470493
Ainsworth Wind Project (NPPD),-99.89006,42.461864
Ainsworth Wind Project (NPPD),-99.918488,42.456692
Ainsworth Wind Project (NPPD),-99.91069,42.453094
Ainsworth Wind Project (NPPD),-99.892693,42.462791
Ainsworth Wind Project (NPPD),-99.883965,42.461147
Ainsworth Wind Project (NPPD),-99.915894,42.455593
Ainsworth Wind Project (NPPD),-99.931892,42.447094
Ainsworth Wind Project (NPPD),-99.915894,42.475891
Ainsworth Wind Project (NPPD),-99.886993,42.461494
Ainsworth Wind Project (NPPD),-99.910561,42.475048
Ainsworth Wind Project (NPPD),-99.921188,42.457993
Ainsworth Wind Project (NPPD),-99.874878,42.459457
Ainsworth Wind Project (NPPD),-99.948494,42.473392
Ainsworth Wind Project (NPPD),-99.946594,42.471394
Ainsworth Wind Project (NPPD),-99.924194,42.458591
Ainsworth Wind Project (NPPD),-99.895393,42.451393
Ainsworth Wind Project (NPPD),-99.926491,42.444492
Ainsworth Wind Project (NPPD),-99.928093,42.461792
Ainsworth Wind Project (NPPD),-99.900894,42.453094
Ainsworth Wind Project (NPPD),-99.897987,42.452393
Ainsworth Wind Project (NPPD),-99.912994,42.475193
Ainsworth Wind Project (NPPD),-99.934288,42.447792
Ainsworth Wind Project (NPPD),-99.895187,42.443192
Ainsworth Wind Project (NPPD),-99.907089,42.474892
Ainsworth Wind Project (NPPD),-99.88089,42.461891
Ainsworth Wind Project (NPPD),-99.927292,42.458591
Air Force (Barnstable),-70.591103,41.657692
Air Force (Laramie),-104.884689,41.178291
Akron-Westfield School District,-96.541191,42.829891
Alexander,-99.495369,38.441833
Alexander,-99.541283,38.41523
Alexander,-99.537079,38.4296
Alexander,-99.542793,38.435001
Alexander,-99.522804,38.450176
Alexander,-99.564278,38.412891
Alexander,-99.55925,38.40461
Alexander,-99.545891,38.414215
Alexander,-99.507919,38.42691
Alexander,-99.568794,38.415268
Alexander,-99.532265,38.426769
Alexander,-99.499413,38.438683
Alexander,-99.546196,38.456131
Alexander,-99.536957,38.45303
Alexander,-99.521271,38.420261
Alexander,-99.563507,38.404118
Alexander,-99.527588,38.423698
Alexander,-99.541664,38.453705
Alexander,-99.532227,38.453072
Alexander,-99.527443,38.450241
Alexander,-99.502907,38.430729
Alite Wind Farm,-118.344887,35.030895
Alite Wind Farm,-118.344086,35.035896
Alite Wind Farm,-118.345291,35.035194
Alite Wind Farm,-118.336891,35.037193
Alite Wind Farm,-118.335289,35.037697
Alite Wind Farm,-118.343689,35.031494
Alite Wind Farm,-118.338486,35.036594
Alite Wind Farm,-118.339989,35.035995
Allegheny Ridge,-78.532898,40.440693
Allegheny Ridge,-78.558197,40.413994
Allegheny Ridge,-78.542099,40.448292
Allegheny Ridge,-78.565201,40.406593
Allegheny Ridge,-78.5812,40.37569
Allegheny Ridge,-78.592796,40.360291
Allegheny Ridge,-78.5709,40.375294
Allegheny Ridge,-78.623299,40.374092
Allegheny Ridge,-78.601295,40.354794
Allegheny Ridge,-78.623199,40.379593
Allegheny Ridge,-78.596001,40.354691
Allegheny Ridge,-78.579498,40.384991
Allegheny Ridge,-78.576195,40.375393
Allegheny Ridge,-78.549095,40.393494
Allegheny Ridge,-78.584198,40.390892
Allegheny Ridge,-78.547195,40.395191
Allegheny Ridge,-78.627296,40.372791
Allegheny Ridge,-78.554695,40.390491
Allegheny Ridge,-78.587296,40.389294
Allegheny Ridge,-78.569794,40.39949
Allegheny Ridge,-78.5728,40.397491
Allegheny Ridge,-78.616096,40.338192
Allegheny Ridge,-78.616394,40.382492
Allegheny Ridge,-78.616798,40.347092
Allegheny Ridge,-78.563995,40.377792
Allegheny Ridge,-78.552498,40.392292
Allegheny Ridge,-78.564247,40.375473
Allegheny Ridge,-78.585693,40.396191
Allegheny Ridge,-78.555099,40.388092
Allegheny Ridge,-78.546394,40.39719
Allegheny Ridge,-78.587395,40.394493
Allegheny Ridge,-78.59288,40.356571
Allegheny Ridge,-78.600395,40.374893
Allegheny Ridge,-78.631393,40.375092
Allegheny Ridge,-78.621201,40.381592
Allegheny Ridge,-78.528206,40.437164
Allegheny Ridge,-78.622795,40.376591
Allegheny Ridge,-78.633591,40.373264
Allegheny Ridge,-78.615799,40.340794
Allegheny Ridge,-78.568001,40.401791
Allegheny Ridge,-78.602898,40.37059
Allegheny Ridge,-78.568001,40.405293
Alta Farms II,-89.060204,40.199551
Alta Farms II,-89.006187,40.185902
Alta Farms II,-88.982819,40.192181
Alta Farms II,-89.116989,40.190441
Alta Farms II,-89.1315,40.20179
Alta Farms II,-89.118279,40.1973
Alta Farms II,-88.988403,40.185871
Alta Farms II,-89.057129,40.193069
Alta Farms II,-89.079567,40.2048
Alta Farms II,-89.001366,40.210648
Alta Farms II,-89.127792,40.21434
Alta Farms II,-89.074249,40.190155
Alta Farms II,-89.045479,40.174679
Alta Farms II,-89.054733,40.20211
Alta Farms II,-89.087822,40.208599
Alta Farms II,-88.99472,40.192791
Alta Farms II,-89.070839,40.176174
Alta Farms II,-89.099342,40.175488
Alta Farms II,-89.102592,40.197399
Alta Farms II,-89.0522,40.169193
Alta Farms II,-89.078682,40.187561
Alta Farms II,-89.072548,40.15546
Alta Farms II,-89.00988,40.171749
Alta Farms II,-89.10762,40.214069
Alta Farms II,-89.107651,40.171913
Alta Farms II,-89.045807,40.199261
Alta Farms II,-89.038551,40.20298
Alta Farms II,-89.132011,40.194611
Alta Farms II,-89.016983,40.169998
Alta Farms II,-88.981956,40.185459
Alta Farms II,-89.096527,40.19482
Alta Farms II,-89.007698,40.206757
Alta Farms II,-89.12999,40.175209
Alta Farms II,-89.114571,40.2108
Alta Farms II,-89.064056,40.17667
Alta Farms II,-89.091759,40.20594
Alta Farms II,-89.021721,40.177349
Alta Farms II,-88.996544,40.214691
Alta Farms II,-89.055344,40.164181
Alta Farms II,-89.016991,40.188999
Alta Farms II,-89.014091,40.195629
Alta Farms II,-89.059639,40.162827
Alta Farms II,-89.120354,40.185669
Alta Farms II,-89.032791,40.18811
Alta Farms II,-89.040749,40.19244
Alta Farms II,-89.00029,40.20208
Alta Farms II,-89.026016,40.17004
Alta Farms II,-89.069038,40.20945
Alta Farms II,-89.069214,40.192074
Alta Farms II,-89.02317,40.187801
Alta I,-118.379791,35.051094
Alta I,-118.364891,35.043396
Alta I,-118.367027,35.029114
Alta I,-118.380989,35.050797
Alta I,-118.356491,35.047894
Alta I,-118.348686,35.025295
Alta I,-118.354187,35.034195
Alta I,-118.381485,35.043694
Alta I,-118.363686,35.043694
Alta I,-118.388985,35.024197
Alta I,-118.388191,35.053097
Alta I,-118.380486,35.032696
Alta I,-118.375305,35.038174
Alta I,-118.358185,35.037193
Alta I,-118.381882,35.030018
Alta I,-118.393288,35.050396
Alta I,-118.39209,35.017696
Alta I,-118.373688,35.051094
Alta I,-118.387886,35.025394
Alta I,-118.374191,35.026196
Alta I,-118.384361,35.027653
Alta I,-118.358185,35.030697
Alta I,-118.360588,35.045395
Alta I,-118.362022,35.035137
Alta I,-118.367584,35.028294
Alta I,-118.347191,35.027393
Alta I,-118.38121,35.03186
Alta I,-118.389687,35.051296
Alta I,-118.34729,35.057693
Alta I,-118.382889,35.028595
Alta I,-118.348488,35.057297
Alta I,-118.347389,35.026096
Alta I,-118.360291,35.020996
Alta I,-118.358086,35.022095
Alta I,-118.361588,35.044796
Alta I,-118.372086,35.032795
Alta I,-118.388885,35.052197
Alta I,-118.373291,35.026695
Alta I,-118.376884,35.026096
Alta I,-118.391991,35.050694
Alta I,-118.39566,35.049759
Alta I,-118.387291,35.053795
Alta I,-118.370987,35.027596
Alta I,-118.370285,35.035095
Alta I,-118.362442,35.044006
Alta I,-118.364189,35.028095
Alta I,-118.391586,35.022095
Alta I,-118.375786,35.048294
Alta I,-118.378189,35.025795
Alta I,-118.357689,35.032295
Alta I,-118.356987,35.022694
Alta I,-118.391891,35.019196
Alta I,-118.362091,35.028996
Alta I,-118.37973,35.045631
Alta I,-118.39109,35.023296
Alta I,-118.349586,35.056793
Alta I,-118.37619,35.047295
Alta I,-118.359589,35.045994
Alta I,-118.39399,35.054794
Alta I,-118.371284,35.051395
Alta I,-118.382599,35.050255
Alta I,-118.361191,35.029594
Alta I,-118.356888,35.032993
Alta I,-118.390884,35.050995
Alta I,-118.361389,35.020676
Alta I,-118.36869,35.027496
Alta I,-118.357391,35.047195
Alta I,-118.38739,35.026894
Alta I,-118.375191,35.049294
Alta I,-118.360291,35.035496
Alta I,-118.382385,35.043095
Alta I,-118.364388,35.034294
Alta I,-118.359085,35.021496
Alta I,-118.377388,35.046894
Alta I,-118.373985,35.038593
Alta I,-118.375389,35.025696
Alta I,-118.358986,35.036297
Alta I,-118.365189,35.038197
Alta I,-118.378685,35.046494
Alta I,-118.394485,35.050095
Alta I,-118.386787,35.027794
Alta I,-118.351585,35.055496
Alta I,-118.355339,35.033531
Alta I,-118.391586,35.020596
Alta I,-118.357185,35.038094
Alta I,-118.371887,35.034595
Alta I,-118.366287,35.037796
Alta I,-118.367287,35.036995
Alta I,-118.396889,35.049496
Alta I,-118.35849,35.046696
Alta I,-118.369286,35.035694
Alta I,-118.380585,35.044594
Alta I,-118.36039,35.030296
Alta I,-118.369286,35.053295
Alta I,-118.372185,35.027096
Alta I,-118.368286,35.036194
Alta I,-118.353485,35.024895
Alta I,-118.370186,35.052494
Alta I,-118.355385,35.023594
Alta I,-118.3797,35.033554
Alta I,-118.374687,35.050495
Alta II,-118.222588,35.032894
Alta II,-118.257484,35.029495
Alta II,-118.256889,35.031895
Alta II,-118.245087,35.036297
Alta II,-118.228287,35.035397
Alta II,-118.223686,35.013393
Alta II,-118.22879,35.028595
Alta II,-118.256989,35.030594
Alta II,-118.22979,35.034695
Alta II,-118.231384,35.034195
Alta II,-118.232986,35.033695
Alta II,-118.223457,35.018707
Alta II,-118.22979,35.027393
Alta II,-118.231987,35.017895
Alta II,-118.225487,35.016994
Alta II,-118.226891,35.030396
Alta II,-118.224388,35.017796
Alta II,-118.257988,35.028294
Alta II,-118.234406,35.00824
Alta II,-118.243675,35.03709
Alta II,-118.233498,35.010849
Alta II,-118.246185,35.035496
Alta II,-118.223289,35.025494
Alta II,-118.225861,35.031601
Alta II,-118.25679,35.033096
Alta II,-118.247185,35.034695
Alta II,-118.235176,35.017097
Alta II,-118.223885,35.009495
Alta II,-118.236786,35.032696
Alta II,-118.230873,35.018757
Alta II,-118.223885,35.008194
Alta II,-118.223785,35.012096
Alta II,-118.225288,35.036896
Alta II,-118.234787,35.033295
Alta II,-118.223587,35.014793
Alta II,-118.226791,35.036095
Alta II,-118.248291,35.033894
Alta II,-118.230988,35.026596
Alta II,-118.224289,35.032394
Alta II,-118.228088,35.029594
Alta II,-118.223885,35.010796
Alta III,-118.264992,35.007397
Alta III,-118.313591,34.998997
Alta III,-118.300491,35.010895
Alta III,-118.279686,35.012295
Alta III,-118.267387,35.005997
Alta III,-118.299385,35.011696
Alta III,-118.271286,35.018494
Alta III,-118.26149,35.013996
Alta III,-118.264091,35.008293
Alta III,-118.268387,35.005196
Alta III,-118.272591,35.017895
Alta III,-118.304588,35.004196
Alta III,-118.30719,35.001396
Alta III,-118.276291,35.014633
Alta III,-118.303085,35.007496
Alta III,-118.277489,35.013893
Alta III,-118.233887,35.009499
Alta III,-118.26619,35.006695
Alta III,-118.281685,35.010593
Alta III,-118.316788,34.996593
Alta III,-118.29599,35.015896
Alta III,-118.312569,34.999969
Alta III,-118.264992,35.021595
Alta III,-118.268791,35.019794
Alta III,-118.260788,35.014996
Alta III,-118.314491,34.998196
Alta III,-118.262192,35.012894
Alta III,-118.260284,35.016094
Alta III,-118.280685,35.011395
Alta III,-118.315689,34.997395
Alta III,-118.297585,35.013695
Alta III,-118.296791,35.014694
Alta III,-118.302284,35.010197
Alta III,-118.303162,35.006298
Alta III,-118.30629,35.002296
Alta III,-118.269485,35.004494
Alta III,-118.305389,35.003296
Alta III,-118.262787,35.011795
Alta III,-118.298592,35.012695
Alta III,-118.267586,35.020496
Alta III,-118.278587,35.013096
Alta III,-118.263786,35.009594
Alta III,-118.270592,35.003796
Alta III,-118.29509,35.016796
Alta III,-118.269989,35.019096
Alta III,-118.259888,35.017197
Alta III,-118.26329,35.010696
Alta III,-118.303688,35.005196
Alta III,-118.30809,35.000496
Alta III,-118.302788,35.008595
Alta IV,-118.25779,35.025097
Alta IV,-118.312286,35.047195
Alta IV,-118.358185,35.042294
Alta IV,-118.386185,35.041794
Alta IV,-118.258888,35.020794
Alta IV,-118.27079,34.996395
Alta IV,-118.384987,35.048595
Alta IV,-118.321289,35.043797
Alta IV,-118.26799,34.997295
Alta IV,-118.388084,35.041393
Alta IV,-118.341988,35.035896
Alta IV,-118.272186,34.995895
Alta IV,-118.269386,34.996696
Alta IV,-118.259491,35.018394
Alta IV,-118.314186,35.051395
Alta IV,-118.258286,35.023193
Alta IV,-118.357185,35.042995
Alta IV,-118.385788,35.047497
Alta IV,-118.259186,35.019596
Alta IV,-118.359985,35.040695
Alta IV,-118.266685,34.997894
Alta IV,-118.359085,35.041496
Alta IV,-118.319885,35.044395
Alta IV,-118.384789,35.042194
Alta IV,-118.25869,35.021996
Alta IV,-118.31839,35.044796
Alta IV,-118.264992,34.998493
Alta IV,-118.254486,35.036995
Alta IV,-118.39019,35.045094
Alta IV,-118.254791,35.035793
Alta IV,-118.263687,35.022297
Alta IV,-118.333687,35.038197
Alta IV,-118.317184,35.050995
Alta IV,-118.321587,35.051395
Alta IV,-118.361191,35.039993
Alta IV,-118.355789,35.044094
Alta IV,-118.388191,35.046696
Alta V,-118.241386,35.018394
Alta V,-118.24839,35.005394
Alta V,-118.258492,35.003895
Alta V,-118.261887,35.001194
Alta V,-118.256187,35.006195
Alta V,-118.249489,35.021397
Alta V,-118.248688,35.025295
Alta V,-118.244087,35.010395
Alta V,-118.251091,35.016693
Alta V,-118.241287,35.021996
Alta V,-118.251587,35.015194
Alta V,-118.257385,35.004696
Alta V,-118.26059,35.002193
Alta V,-118.252487,35.012894
Alta V,-118.253891,34.995895
Alta V,-118.241287,35.023193
Alta V,-118.25309,35.011696
Alta V,-118.247391,35.029594
Alta V,-118.241287,35.020794
Alta V,-118.25489,35.008293
Alta V,-118.243591,35.011597
Alta V,-118.263985,34.999393
Alta V,-118.241989,35.014896
Alta V,-118.24939,35.022797
Alta V,-118.252991,34.996994
Alta V,-118.250191,35.018993
Alta V,-118.241386,35.024296
Alta V,-118.220688,35.036594
Alta V,-118.252388,35.000294
Alta V,-118.241386,35.019596
Alta V,-118.251488,35.001194
Alta V,-118.249084,35.004295
Alta V,-118.259491,35.002995
Alta V,-118.242386,35.013794
Alta V,-118.247986,35.027996
Alta V,-118.248787,35.024197
Alta V,-118.255486,35.007294
Alta V,-118.242989,35.012695
Alta V,-118.254288,35.009495
Alta V,-118.248489,35.026794
Alta V,-118.241287,35.025494
Alta V,-118.25209,35.013996
Alta V,-118.247391,35.006294
Alta V,-118.249786,35.020195
Alta V,-118.253685,35.010593
Alta V,-118.24559,35.008293
Alta V,-118.262985,35.000294
Alta V,-118.241486,35.015995
Alta V,-118.24482,35.009449
Alta V,-118.247086,35.030796
Alta V,-118.250687,35.002193
Alta V,-118.246391,35.007294
Alta V,-118.241386,35.017197
Alta V,-118.249886,35.003296
Alta V,-118.252289,34.998096
Alta V,-118.250587,35.017895
Alta VI (partial),-118.31839,35.020695
Alta VI (partial),-118.296829,35.026432
Alta VI (partial),-118.289688,35.033794
Alta VI (partial),-118.323387,35.015095
Alta VI (partial),-118.29599,35.027393
Alta VI (partial),-118.288391,35.035896
Alta VI (partial),-118.307785,35.036396
Alta VI (partial),-118.318787,35.011597
Alta VI (partial),-118.301888,35.031696
Alta VI (partial),-118.307388,35.015896
Alta VI (partial),-118.29509,35.028397
Alta VI (partial),-118.302391,35.030396
Alta VI (partial),-118.308388,35.035294
Alta VI (partial),-118.306404,35.024727
Alta VI (partial),-118.299484,35.022194
Alta VI (partial),-118.305489,35.017796
Alta VI (partial),-118.319588,35.010593
Alta VI (partial),-118.305389,35.027096
Alta VI (partial),-118.322189,35.017231
Alta VI (partial),-118.298668,35.023251
Alta VI (partial),-118.324287,35.014194
Alta VI (partial),-118.32019,35.018894
Alta VI (partial),-118.301689,35.020596
Alta VI (partial),-118.326088,35.012295
Alta VI (partial),-118.307289,35.037796
Alta VI (partial),-118.306389,35.016895
Alta VI (partial),-118.303185,35.029396
Alta VI (partial),-118.302986,35.019295
Alta VI (partial),-118.299187,35.035294
Alta VI (partial),-118.30619,35.025993
Alta VI (partial),-118.312523,35.018604
Alta VI (partial),-118.317291,35.013695
Alta VI (partial),-118.28981,35.032524
Alta VI (partial),-118.294289,35.029396
Alta VI (partial),-118.289085,35.034897
Alta VI (partial),-118.31369,35.017895
Alta VI (partial),-118.325188,35.013195
Alta VI (partial),-118.308586,35.015095
Alta VI (partial),-118.32119,35.018093
Alta VI (partial),-118.304085,35.018494
Alta VI (partial),-118.316589,35.014793
Alta VI (partial),-118.317986,35.012695
Alta VI (partial),-118.299988,35.034294
Alta VI (partial),-118.322487,35.016094
Alta VI (partial),-118.318886,35.019295
Alta VI (partial),-118.300591,35.021397
Alta VIII (partial),-118.241386,34.999096
Alta VIII (partial),-118.233986,35.023396
Alta VIII (partial),-118.254791,34.988693
Alta VIII (partial),-118.224686,34.989994
Alta VIII (partial),-118.21579,35.033497
Alta VIII (partial),-118.238487,35.003197
Alta VIII (partial),-118.229691,35.002094
Alta VIII (partial),-118.223785,34.997295
Alta VIII (partial),-118.247292,34.993294
Alta VIII (partial),-118.234489,34.995895
Alta VIII (partial),-118.217087,35.029194
Alta VIII (partial),-118.25499,34.993496
Alta VIII (partial),-118.226486,34.984795
Alta VIII (partial),-118.237587,35.004093
Alta VIII (partial),-118.251289,34.989594
Alta VIII (partial),-118.234985,35.022194
Alta VIII (partial),-118.216087,35.032295
Alta VIII (partial),-118.223885,34.996094
Alta VIII (partial),-118.246185,34.994194
Alta VIII (partial),-118.224548,35.021931
Alta VIII (partial),-118.225685,35.005894
Alta VIII (partial),-118.240685,35.000095
Alta VIII (partial),-118.225388,34.987595
Alta VIII (partial),-118.227585,35.003895
Alta VIII (partial),-118.224991,34.988796
Alta VIII (partial),-118.233688,34.996895
Alta VIII (partial),-118.223686,34.998493
Alta VIII (partial),-118.252388,34.988796
Alta VIII (partial),-118.228188,34.981495
Alta VIII (partial),-118.240288,35.001194
Alta VIII (partial),-118.24929,34.991394
Alta VIII (partial),-118.25029,34.990494
Alta VIII (partial),-118.239586,35.002296
Alta VIII (partial),-118.223389,35.023094
