38026 
-9.31439e-07 -5.14174e-05 54.6168
-25000 -25000 0
-25000 -24744 0
-25000 -24488 0
-25000 -24232 0
-25000 -23976 0
-25000 -23720 0
-25000 -23464 0
-25000 -23208 0
-25000 -22952 0
-25000 -22696 0
-25000 -22440 0
-25000 -22184 0
-25000 -21928 0
-25000 -21672 0
-25000 -21416 0
-25000 -21160 0
-25000 -20904 0
-25000 -20648 0
-25000 -20392 0
-25000 -20136 0
-25000 -19880 0
-25000 -19624 0
-25000 -19368 0
-25000 -19112 0
-25000 -18856 0
-25000 -18600 0
-25000 -18344 0
-25000 -18088 0
-25000 -17832 0
-25000 -17576 0
-25000 -17320 0
-25000 -17064 0
-25000 -16808 0
-25000 -16552 0
-25000 -16296 0
-25000 -16040 0
-25000 -15784 0
-25000 -15528 0
-25000 -15272 0
-25000 -15016 0
-25000 -14760 0
-25000 -14504 0
-25000 -14248 0
-25000 -13992 0
-25000 -13736 0
-25000 -13480 0
-25000 -13224 0
-25000 -12968 0
-25000 -12712 0
-25000 -12456 0
-25000 -12200 0
-25000 -11944 0
-25000 -11688 0
-25000 -11432 0
-25000 -11176 0
-25000 -10920 0
-25000 -10664 0
-25000 -10408 0
-25000 -10152 0
-25000 -9896 0
-25000 -9640 0
-25000 -9384 0
-25000 -9128 0
-25000 -8872 0
-25000 -8616 0
-25000 -8360 0
-25000 -8104 0
-25000 -7848 0
-25000 -7592 0
-25000 -7336 0
-25000 -7080 0
-25000 -6824 0
-25000 -6568 0
-25000 -6312 0
-25000 -6056 0
-25000 -5800 0
-25000 -5544 0
-25000 -5288 0
-25000 -5032 0
-25000 -4776 0
-25000 -4520 0
-25000 -4264 0
-25000 -4008 0
-25000 -3752 0
-25000 -3496 0
-25000 -3240 0
-25000 -2984 0
-25000 -2728 0
-25000 -2472 0
-25000 -2216 0
-25000 -1960 0
-25000 -1704 0
-25000 -1448 0
-25000 -1192 0
-25000 -936 0
-25000 -680 0
-25000 -424 0
-25000 -168 0
-25000 88 0
-25000 344 0
-25000 600 0
-25000 856 0
-25000 1112 0
-25000 1368 0
-25000 1624 0
-25000 1880 0
-25000 2136 0
-25000 2392 0
-25000 2648 0
-25000 2904 0
-25000 3160 0
-25000 3416 0
-25000 3672 0
-25000 3928 0
-25000 4184 0
-25000 4440 0
-25000 4696 0
-25000 4952 0
-25000 5208 0
-25000 5464 0
-25000 5720 0
-25000 5976 0
-25000 6232 0
